# New data format
D02 11
beam = ppb
ecm = 1960
# QMin QMax ymin ymax pT data uncorr_error yk efficiency corr_1 corr_2 etc.
91.187  91.187  0.0  6.0   1.100  3.780E+02  1.966E+01  -2.63  1.00   4.00   4.15 
91.187  91.187  0.0  6.0   4.000  5.776E+02  1.619E+01   0.21  1.00   4.00   3.89 
91.187  91.187  0.0  6.0   6.200  4.554E+02  1.283E+01   0.67  1.00   4.00   3.16 
91.187  91.187  0.0  6.0   8.700  3.198E+02  1.024E+01   0.91  1.00   4.00   2.66 
91.187  91.187  0.0  6.0  11.300  2.280E+02  8.150E+00   1.04  1.00   4.00   2.43 
91.187  91.187  0.0  6.0  13.700  1.785E+02  6.642E+00   1.12  1.00   4.00   2.10 
91.187  91.187  0.0  6.0  16.200  1.354E+02  5.627E+00   1.17  1.00   4.00   1.99 
91.187  91.187  0.0  6.0  18.700  1.036E+02  5.094E+00   1.21  1.00   4.00   1.77 
