# New data format
E605 16
beam = pCu
ecm = 38.8
# QMin QMax ymin ymax pT data uncorr_error yk efficiency corr_1 corr_2 etc.
 7.000   8.000  0.1  0.1  0.100  7.850E-01  1.150E-01  -1.39  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  0.300  9.730E-01  8.610E-02   0.69  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  0.500  8.250E-01  6.160E-02   1.12  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  0.700  8.050E-01  5.700E-02   1.32  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  0.900  5.690E-01  4.220E-02   1.45  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  1.100  5.370E-01  4.470E-02   1.51  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 7.000   8.000  0.1  0.1  1.300  3.880E-01  3.900E-02   1.56  1.00   15.00   13.0 0.00 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  0.100  3.330E-01  2.460E-02  -1.27  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  0.300  4.390E-01  2.010E-02   0.74  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  0.500  3.680E-01  1.390E-02   1.16  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  0.700  3.700E-01  1.360E-02   1.36  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  0.900  2.590E-01  9.880E-03   1.47  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  1.100  2.240E-01  9.330E-03   1.54  1.00   15.00   0.00 15.2 0.00 0.00 0.00
 8.000   9.000  0.1  0.1  1.300  1.800E-01  8.950E-03   1.58  1.00   15.00   0.00 15.2 0.00 0.00 0.00
10.500  11.500  0.1  0.1  0.100  7.010E-02  8.400E-03  -0.98  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  0.300  7.840E-02  5.540E-03   0.83  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  0.500  7.120E-02  4.120E-03   1.25  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  0.700  6.240E-02  3.310E-03   1.43  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  0.900  5.030E-02  2.650E-03   1.54  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  1.100  3.900E-02  2.070E-03   1.60  1.00   15.00   0.00 0.00 21.3 0.00 0.00
10.500  11.500  0.1  0.1  1.300  3.120E-02  1.760E-03   1.65  1.00   15.00   0.00 0.00 21.3 0.00 0.00
11.500  13.500  0.1  0.1  0.100  5.080E-02  6.420E-03  -0.78  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  0.300  6.790E-02  4.790E-03   0.91  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  0.500  6.460E-02  3.870E-03   1.29  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  0.700  4.920E-02  2.630E-03   1.48  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  0.900  4.170E-02  2.190E-03   1.59  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  1.100  3.230E-02  1.760E-03   1.65  1.00   15.00   0.00 0.00 0.00 25.2 0.00
11.500  13.500  0.1  0.1  1.300  2.470E-02  1.460E-03   1.69  1.00   15.00   0.00 0.00 0.00 25.2 0.00
13.500  18.000  0.1  0.1  0.100  2.400E-02  5.460E-03  -0.53  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  0.300  2.060E-02  2.900E-03   1.07  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  0.500  1.880E-02  2.130E-03   1.43  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  0.700  1.710E-02  1.720E-03   1.61  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  0.900  9.730E-03  1.160E-03   1.70  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  1.100  1.070E-02  1.090E-03   1.76  1.00   15.00   0.00 0.00 0.00 0.00 32.0
13.500  18.000  0.1  0.1  1.300  7.910E-03  8.790E-04   1.79  1.00   15.00   0.00 0.00 0.00 0.00 32.0
