# New data format
E288200 12
beam = pCu
ecm = 19.4
# QMin QMax ymin ymax pT data uncorr_error yk efficiency corr_1 corr_2 etc.
4.000   5.000  0.4  0.4  0.100  6.290E+00  3.200E-01  -0.03  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.300  5.880E+00  2.400E-01   1.27  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.500  4.750E+00  2.300E-01   1.58  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.700  3.690E+00  2.200E-01   1.69  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  0.900  2.930E+00  2.200E-01   1.74  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  1.100  1.680E+00  1.600E-01   1.76  1.00  25.00  16.5 0.00 0.00 0.00  
4.000   5.000  0.4  0.4  1.300  1.260E+00  1.400E-01   1.75  1.00  25.00  16.5 0.00 0.00 0.00 
5.000   6.000  0.4  0.4  0.100  1.630E+00  1.100E-01   0.05  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.300  1.440E+00  8.000E-02   1.39  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.500  1.190E+00  7.000E-02   1.67  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.700  1.040E+00  7.000E-02   1.78  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  0.900  6.010E-01  5.100E-02   1.82  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  1.100  4.410E-01  4.300E-02   1.83  1.00  25.00  0.00 22.0 0.00 0.00  
5.000   6.000  0.4  0.4  1.300  2.480E-01  3.000E-02   1.83  1.00  25.00  0.00 22.0 0.00 0.00  
6.000   7.000  0.4  0.4  0.100  3.990E-01  4.300E-02   0.29  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.300  3.420E-01  2.500E-02   1.51  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.500  3.330E-01  2.200E-02   1.77  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.700  2.550E-01  2.000E-02   1.87  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  0.900  1.810E-01  1.700E-02   1.91  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  1.100  1.300E-01  1.400E-02   1.92  1.00  25.00  0.00 0.00 25.0 0.00  
6.000   7.000  0.4  0.4  1.300  7.300E-02  1.100E-02   1.91  1.00  25.00  0.00 0.00 25.0 0.00  
7.000   8.000  0.4  0.4  0.100  9.450E-02  1.880E-02   0.52  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.300  9.010E-02  1.110E-02   1.64  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.500  7.020E-02  8.400E-03   1.88  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.700  5.220E-02  6.900E-03   1.97  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  0.900  4.110E-02  6.100E-03   2.00  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  1.100  2.970E-02  5.400E-03   2.01  1.00  25.00  0.00 0.00 0.00 26.0  
7.000   8.000  0.4  0.4  1.300  1.640E-02  3.800E-03   2.00  1.00  25.00  0.00 0.00 0.00 26.0  
